country_id,year,gdp_per_capita,gdp_growth_rate,population_log,prior_war,ethnic_frac,mountain_terrain,oil_exports_pct,polity_score,neighbor_war,years_since_war,arms_imports,infant_mortality,primary_education_ratio,civil_war_onset
133,1980,7106.689151144127,,,0,0.09800091018110443,0.6147322588302422,0.0,-4.411386523928088,0,4.0,47.42610428906694,,0.7662525456605255,0
20,1982,5551.844051251189,-0.0001787039389816239,,0,0.2669819454125979,0.4897714557201748,0.0,-6.010171553938355,0,28.0,,,0.8572097717604646,0
10,2002,12546.730405179016,0.016969881128886213,15.681682118918584,0,0.3753834098511371,0.7063878798115087,0.0,7.589885390509789,1,5.0,8.777288647374267,16.918057405145444,,0
69,1961,1544.7882458142906,0.004814123411795362,15.515072440201502,0,0.33900131347799395,0.6842735289489144,0.0,-4.355956421237308,0,,116.6929814841128,25.256390884726677,0.6646747522014106,0
141,1972,,,,1,,0.5789544232828527,0.0,2.808491942694994,0,,,,0.912070689101066,1
146,1990,1997.905057048028,0.058023492525218275,14.902946084584084,0,0.3726934882781586,0.8659077645462859,0.009492976294586173,,0,5.0,2.8690983106206724,,,0
99,2016,4786.776526466882,0.02508083813819268,15.097072559562656,0,0.8060116982574811,0.5651877355723991,0.08533965990586846,-0.559166326446382,0,1.0,82.79946808384821,64.75500702516176,0.5525330193083445,0
139,1963,761.9110582028488,-0.007385464483209023,15.444754028167887,0,0.01817417847921817,0.4502585479860617,0.22443369023248066,-3.8246282457670566,0,18.0,62.02725306997946,104.83229533094706,0.5403623423554313,0
62,2006,14352.080193475022,0.0843891661430908,,1,0.3313663767435849,0.8356458143794799,0.0,-1.8721298408921363,0,10.0,,41.77612243089294,0.7845356449319545,0
68,2011,17070.090264480612,,16.006266969472605,0,0.6869917140381399,0.33750329922247857,0.0,-0.6353624493901999,0,26.0,4.34047179830051,23.230869098160962,0.8625112720530763,0
63,1993,5052.755432630846,,15.570321824532982,0,0.11403569363818336,0.4923611844686412,0.0,2.8464988610747963,0,14.0,18.675266170672927,,0.6922994629551507,0
92,1987,,,15.465972671690976,0,0.8148297035207751,0.8120270347400481,,1.6480138015514763,0,9.0,114.59167405092944,37.06932511631729,0.5497339134349944,0
61,2013,9663.727248112922,-0.009182453587506318,15.935609863344224,0,0.5650047594858981,0.957225524845679,0.0,2.4462458967080183,0,3.0,81.97564837303105,28.283968472236168,0.8019214119500714,0
114,2001,10019.512482193508,0.07095788765976294,15.787665486884503,0,0.4230478762327611,0.2838858270369399,0.0,7.635069419433542,0,,25.326305333984788,30.646473055581787,0.9457910233853821,0
128,1977,2596.1895330756565,0.07231195619787342,15.415326580545766,0,0.008647651838735053,0.5870526595164439,,-6.574974797187309,1,4.0,15.626890403324612,41.5840354435773,0.7009425464222492,0
58,2004,1205.4779602363544,0.022293513805278022,14.928996544553138,0,0.43673556480709763,0.1308872891430669,0.0,3.2009910498568166,0,21.0,364.63465670468463,80.80877137519587,0.5767923958544275,0
78,2007,,-0.06796789205810233,15.109732236419772,1,0.52396865328368,0.019510855584822573,0.0,3.46827043578536,0,13.0,,48.07495253478276,0.5577471253407088,0
139,1984,1461.8401157986475,-0.03177423400031208,15.309330942087119,0,0.041045985587339455,0.5903523730476918,0.0307410136609249,-5.148842448133335,0,,0.21697998752510497,67.31864344337549,0.641077729129727,0
148,1991,2435.4956268930873,0.09026427133376816,15.344105036366974,0,0.4978561027768133,0.03503033428850588,0.0,-5.471285856040827,0,14.0,218.69750091416728,42.44988124253305,0.7060742849576604,0
107,1977,3406.651299908386,-0.010454585359128892,15.528836568662454,0,0.1869857536961252,0.735744151278728,0.0,-2.052021786262201,0,14.0,,38.55101890980479,0.6447511982737206,0
108,2016,4964.770479549214,0.025662745874201212,15.439179860212121,0,0.24796896068586022,0.15455164017933753,0.0,-5.25177507837654,0,,8.39850509240498,67.38156804921329,0.6079356105488107,0
86,1998,732.3864304372645,-0.012674771932523091,14.528442936074223,0,0.2474287112354325,0.7797137575750743,0.0,-3.9806636890653477,1,18.0,,343.5129749003214,0.2435544568096058,0
119,2013,,0.07175161537854621,15.156356157857005,0,0.19896276685912953,0.28562403655414204,0.10243682360166867,,1,12.0,28.60793111410132,76.56658452261891,,0
118,2000,5518.032150364074,0.013917712760694444,15.414942586200912,0,0.24034413713344277,0.05913997531148607,,-1.566765538408082,0,21.0,,,0.8200016624786457,0
89,1997,1641.211962720327,,14.895768464832555,1,,0.18942774080214042,,2.574928359952019,0,0.0,82.28432006039887,164.68092685863405,,1
5,1987,,-0.01825573788899646,,0,0.5231154384953314,0.5401419523330292,0.0,,0,12.0,,249.16426752167573,0.2646124439572033,0
134,1978,7838.035768159415,0.06465903383402782,16.09990541554743,0,0.42533304539091854,0.8525333435341734,0.0,4.019284455673955,0,2.0,203.21554206302918,12.790438403706046,0.7606588296220291,0
101,2009,10174.038175757272,0.01713265420582616,15.826648419574381,0,0.23767223947535004,0.6130806942644985,0.08811064820949505,-1.3864331336204856,0,10.0,163.05726921182463,43.21835506844903,0.828825770236721,0
2,1993,6104.166441121361,-0.09179303147962267,15.428225036064859,0,0.3896515038122549,0.08975323525119527,0.14341275860108166,-0.2575756745964224,0,3.0,409.99329238923633,63.707444449089216,0.6035275514225589,0
75,2010,,-0.0195906099900873,,0,,0.30045236975663436,,2.690783486318559,1,,207.42520476271758,28.77554161947614,0.9137215830129625,0
5,1968,385.67593503449274,-0.023016180124084733,14.568619608703127,0,0.5595899617170962,0.5623294944177438,0.0,0.455272073258602,1,14.0,82.740875609274,199.0232482823391,0.3405520389034733,0
101,2005,4881.614182289934,-0.07008019422274002,15.708126655265126,0,0.31985142853182336,0.6525556972683412,0.0,-1.995815192239136,0,29.0,444.1828213010636,27.436790668885962,,0
19,1967,4005.142805456634,-0.00019358901468327985,15.604590244302509,0,0.17212281505232196,0.865823505970318,0.024934885005581903,-6.877456832267901,1,1.0,,,0.9364655601776254,0
21,1970,2743.9042460785763,0.060866287744475465,,1,0.5870819348463334,0.13712941813305646,0.0,,0,20.0,84.67714229987241,43.073625095618524,0.5527450397269846,0
13,1987,,-0.037732322873838896,15.460237019246142,0,0.6422877839656824,0.7163539613309406,0.20205746339677533,,0,7.0,35.44783791149333,35.86895342641065,0.7175488699143534,0
12,2000,1371.1735160017556,,15.019725525300535,0,0.14260341155088857,0.8278793213433822,0.0,-7.978142910891488,0,8.0,170.53816137703345,89.20169995147921,0.43479178163273935,0
114,1967,4482.270572173359,,15.72616471443411,0,0.45825226751897447,0.07691149791791685,0.11048312052473386,0.15332955496935075,0,24.0,,28.793814703716194,0.9798639096819985,0
70,2011,5506.477348630212,0.0005773665841264271,15.270855605310349,0,0.10054982900502892,0.8825851791329545,0.0,-0.8799525268017587,0,28.0,62.600731272706255,93.93408333623545,0.34090166976922315,0
